,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,Total_Spend,Log_total_spend
default,-0.006856350187853376,0.023589876881303116,-0.001620451957323412,-0.39420822661228944,-0.39285866657502644,0.11014124911604795,0.10371432949784791,-0.08602224348125799,-0.017210116796324615,-0.3270871289259349,-0.3779851412017135,-0.21148168145595858,0.00348409397900744,-0.02931612268132,-0.060433675437077644,0.29477822059768943,0.21934324419837078,0.1926138927036949,0.11686533749409964,0.12082620021967154,1.0,-0.19792517287612454,-0.044724053177062344,-0.026903577255256578,-0.01929481548455378,0.1237079115357097,0.00775642801229727,-0.013151263312159819,-0.025214866930976413,-0.02033454597694994,-0.007404920043661701,0.014783148376220849,0.028598503051790996,0.01577439929160655,-0.027638073403535465,0.013042648839923478,-0.3557942295693996,-0.3762417907324817,0.026755722776912263,0.067734398830088,0.024219739010025117,-0.014247047063517168,-0.011787960472783944,0.03195273142729278,-0.005635146974829159,-0.035730381036229886,-0.037459375661467884,0.030485249090452617,0.012028454924541151,-0.0033377857635261705,-0.008787062895754585,0.002475318983946035,0.005759835446433106,0.022967053160727217,0.023690141224800048,0.016091379872016146,0.0032496389088328722,-0.009848564881854895,0.019274528779732677,-0.020686056022517364,0.023704344837241077,0.014223640762503468,0.013630631016245216,0.001064983366173378,0.009840230579245705,0.013404450607873325,-0.002716659686454621,-0.33305996420937417,-0.3293251791755292,0.009731318107233402,-0.031131264110078303,0.012549187378687559,-0.00025569840175965604,-0.3207859576685195,-0.3221003665734381,0.11295531943819725,-0.04988863158853685,-0.2959228436943971,0.15259132463269875,-0.18430790050910895,-0.2339216415464987,-0.20169287473319328,-0.27213330459911345,0.011416164589561396,-0.04075603047514808,-0.16238707463144977,-0.11025184399191137,-0.2465552147903575,0.09158948380496551,0.07109238772302358,-0.06668415490430808,-0.03308435655252927,-0.231942896535641,-0.12744996992793622,-0.12250121290254237,-0.07719832618086818,-0.20324728135405737,-0.25448139048125085,0.052447145016097985,0.018616987443563215,-0.12044390111873532,-0.04351751481005537,-0.2266075966473721,-0.08872933172897964,0.058767671078930224,0.05362770308554678,0.07960126734330047,0.00902253410005648,-0.0036953699369956573,-0.0007397344710773407,-0.0025885890711602804,0.09096699150614895,0.025232896463751046,0.009482012130717244,-0.07843177659479665,-0.055176814719085386,-0.051511308363306495,0.032559116923427556,0.06465175575054971,0.11330462957840862,0.11822331458562049,0.03281432842484262,-0.17728229623747632,-0.013471573616309622,-0.023882159550105527,0.010669521833105985,0.011680466239840958,0.021775768206285788
jobsat,0.01563092951602437,-0.031193968659276972,0.0017819121977811984,0.4168071407919274,0.4225640022594802,-0.08012027422060261,-0.06566661518104809,0.17170268847982503,-0.007664024475190081,0.46136183030426076,0.5136732415916394,0.16246163673025263,0.233624380007886,0.2625043628166344,0.28322145344008565,0.02281311700596395,0.14897016671744742,0.16274489234224984,0.16665571163808515,0.17965941224380075,-0.19792517287612454,1.0,-0.02613317013548279,-0.025352922599806697,-0.021995941028292325,-0.17055344298256933,0.007562403892060098,-0.017592750818879094,0.009515907329423428,-0.0021238546339932907,-0.021387592094678144,-0.012616482826804463,-0.011939272815966599,0.017623701185206165,0.006815425325836397,-0.020749969095553756,0.3563385327341256,0.4007349140890656,0.015347634641723838,0.007043799429721198,0.014587633511873676,0.240927045011812,0.17940060119341122,0.03274851574432881,0.006224853515434882,-0.00479306875480306,-0.0018154649356148913,-0.023132775949257008,0.0042056090845169,-0.009860408534752233,0.018790199383911906,-0.024603101735629084,-0.019768004941143617,-0.022173574351692767,0.004447727358357745,-0.02215337402390832,-0.003429549741017038,0.004695348275114416,-0.005292375550773245,0.04473164821916441,-0.018725843900724307,0.013840812567168752,0.045768791357176104,0.0100161483837899,-0.011830381035635123,0.0016274187716889747,0.0059066394473081246,0.3804121131300154,0.3840171528065702,-0.025751718418713127,0.021240359883687332,-0.0171863845121342,0.016544996634545145,0.36871361525484675,0.36622029585254307,-0.10248659028671986,0.04868450251581504,0.33163940430248784,-0.15494691214642772,0.24244751942914125,0.2817497825970052,0.2564844470893286,0.31527858149679666,0.026459772791320606,0.0808518142665117,0.17257372103530563,0.15677784991317054,0.29223033952886845,-0.08626832288064507,-0.056877308129407084,0.1276599183573421,0.05864596098109109,0.29462879125257707,0.1711657709305248,0.17154389808609427,0.09833893394826114,0.2443369484887223,0.27736226500277666,-0.03495817827285221,-8.962352093338571e-05,0.15288474664750445,0.06999315451749334,0.27266696983330324,0.1271763614902842,-0.025482398723224154,-0.03357517809350039,-0.058959650896131775,0.008147614766482484,0.024596455871959848,0.018291617177671998,0.014967391621298117,-0.05677943082865185,0.012290116776547757,0.006806418577422916,0.14077713008741732,0.1267193676891109,0.11291642685726454,-0.02678237563913139,-0.08053340974558224,-0.09207391645363824,-0.11673083014558486,-0.02610800576172185,0.19853989032741098,0.015173453038628748,-0.0003303954392170503,-0.02276257433580041,0.07028541148357949,0.06199646083471303
marital,0.056497902241694486,0.029925068150634067,0.0038882706176081193,0.00303097168613744,0.004784605171086607,-0.021443963747708704,-0.02229250996185853,0.003116214583175286,-0.004504603236598992,-0.007134228450683955,0.0016053284298061987,-0.001566030341360231,0.00984085536427912,0.014526775313521593,0.00961424872668963,-0.0366297664522831,-0.006449421152667816,-0.008374131843789096,0.002604951266952908,-0.014591337904200962,-0.044724053177062344,-0.02613317013548279,1.0,0.9557686635981917,0.9052007892324229,0.6278813979032073,-0.004318058797763037,0.0016462831256867985,-0.012146352107466675,-0.0178783578846014,-0.006753680649311056,-0.0008126760301711763,0.010328399431002526,5.1118420752731695e-05,0.1304204151674373,0.008698323667651995,0.057831819427778014,0.052146038576255424,-0.007217422620381384,0.0036670787492374193,0.00524537903754319,0.00616749274756772,0.008534572463653115,-0.013553377860745687,-0.0031347295915192894,0.014027081925636717,0.010451606889540338,0.001887615043486267,0.010050277257441616,-0.014963965011566755,0.000367302358570856,0.0009733048057490771,0.009584126172238947,-0.016427819638385983,0.009392224304648976,-0.007823205462760505,-0.019151026303699595,-0.002446685585856796,-0.0005558315297749161,0.0044078609773652985,-0.006380063278848419,-0.0003742859430526432,-0.023007348577078177,-0.017162277295682968,-0.012995880702940592,-0.020578153143323015,0.0023379217274264313,0.13006886591002154,0.12152652957667084,0.00432121783944703,-0.005518271686289971,0.03363520996791803,-0.009715777544033487,0.14309008953927263,0.13651994818086136,-0.015942176921749568,0.1555533870081244,0.16986732325997472,-0.05149160646558877,0.14502954264537038,0.16723700057191285,0.14547660299129403,0.17922571054862171,0.0217103954875336,0.06198744144738099,0.1332517749732178,0.09043909163160713,0.1645482691934493,-0.012889013797125438,0.0055629371337227755,0.09752274800160576,0.05878168350508051,0.17964463042835835,0.09359091529659866,0.09201007534721867,0.04844090417459377,0.12143147526881798,0.13173050217744095,0.004163724786220505,0.027121031666428607,0.11954639438254304,0.060766464927715744,0.16770766510987895,0.07556087073838565,0.026565634714897278,-0.0008240282207196627,-0.02105984713713836,0.03210049873963583,0.013559391095433084,0.02730548307984358,0.039526854881602465,-0.026872523111204426,0.03969044287872862,0.0347491942670994,0.06573008100735676,0.07900220579330251,0.05971451679329068,0.0073909861622945,-0.03517210298486594,-0.02448774919487498,-0.012822180327331909,-0.0013568593528617782,0.1036668877795442,0.0119700667792738,0.02304832412197056,-0.01100615154422135,0.016688794261920194,0.01895346853842765
spoused,0.052841848684416895,0.026109645936988612,0.002013271413370898,-0.0028921004663670083,0.00047997299680455443,0.1175633698739811,0.11113651906812778,-0.0033977427837528105,-0.00232727131299757,-0.030436950081237292,-0.020121697806392554,-0.013927189845097856,0.038088959727618346,0.0468655143092188,0.04198428771151634,-0.037939574632601926,0.009836046564153813,0.006853566208704016,0.026222938319535802,0.007070538731201492,-0.026903577255256578,-0.025352922599806697,0.9557686635981917,1.0,0.9840285957967331,0.6018449917133111,-0.0019142369924313282,-0.0008470867112695045,-0.01029695005265411,-0.021496816683535872,-0.002724536832447307,-0.00034673298144942985,0.005431201315787054,0.0037560685513653488,0.12649725083149801,0.010420130687294906,0.04905150217838854,0.05001503490662103,-0.008884409242955074,0.003757262060891358,0.007577048287363173,0.03045167962940404,0.024115034551402535,-0.016694591863851537,-0.00014004644079817675,0.017675355310253157,0.01456875533179791,-0.002053726702885848,0.005535269496451795,-0.01684381509856646,0.0004473489604221878,0.003367188432927379,0.008514993700152476,-0.014754996031070491,0.009613172742673667,-0.007195204212293406,-0.011449015992584835,0.0002623311422756716,0.003379570542243841,-0.009348921008387778,-0.0053237242196450575,0.00233645428012758,-0.008279023086631745,-0.02306228376673224,-0.011616432740442955,-0.025255976771285736,0.003422156459966273,0.1163909397923994,0.11693289736540985,-0.006797324772673131,-0.006447508262502142,0.03130274234486336,-0.017785468899851324,0.12843350375197926,0.12860740416178187,-0.012936169485165093,0.15216003815880713,0.15498925437428696,-0.013710268413133274,0.12829170191499262,0.1505759052042605,0.12841960331947944,0.1656111835591256,0.030607625686022,0.06724050662077802,0.12250210832832265,0.09000120665276876,0.15491498258625191,0.04565741127999693,0.06797116992445797,0.1235399360071648,0.11043142243959041,0.18344041384246967,0.08256477468248942,0.07960523317661303,0.04526156256277334,0.10203967091812152,0.1244796451161214,0.05036345933114485,0.0761211874424308,0.14001266637959775,0.10007892147242914,0.1680403985766853,0.10622053145828793,0.07172736125704825,0.045469291908046244,0.044425380340730666,0.029896353333695773,0.019537142219085292,0.02936269748986898,0.04402746219712495,0.03314099967736452,0.04068048129511509,0.028921897405441047,0.07030371361680433,0.08032990591033912,0.057765336672637585,0.04644935220712348,0.02401188605690768,0.018496861853586195,0.044961783009897234,0.03492915669560317,0.09061849415719603,-0.008599766744300298,0.03203379916055563,0.0024800621609098955,0.028773375346593588,0.030752269827428017
spousedcat,0.05029896007057601,0.02325020487272924,-0.0019178421432887829,-0.003425217273179094,0.000823723220110176,0.1702774929293818,0.16474580665243474,-0.007822766776116818,-0.0020413770260804594,-0.03626063824310627,-0.02471991088942355,-0.018038018723706854,0.050643222728722806,0.060366849880239354,0.05644756794326354,-0.03758765672539225,0.01901471197114656,0.013752136714280617,0.0356139669826454,0.014940368303337205,-0.01929481548455378,-0.021995941028292325,0.9052007892324229,0.9840285957967331,1.0,0.569271900249175,-0.00022206775612310762,-0.003298822659805276,-0.007781267141061083,-0.02039083392149725,-0.002704190415184814,0.0010210446158184366,0.004189406363707713,0.005426901663269036,0.11851601203511745,0.008648712957117544,0.04621029224733516,0.05097921248460526,-0.009960553003523125,0.0021094734588372396,0.006905144579555768,0.04103195732841885,0.029728505389481307,-0.019972471709890992,0.002929668591936086,0.01990919092579887,0.016615815843008704,-0.0033696994552958057,0.003280527632386759,-0.016433777858069702,0.004846171707352157,0.0027972750204742357,0.006260709416817018,-0.01513770858579429,0.008140725779945792,-0.006942296717198379,-0.007815893493380318,-0.000791195869244433,0.006353233871490432,-0.013540004763092387,-0.004615985049063108,0.0011074240372579752,-0.0013209127985331242,-0.020350690133183455,-0.008052417281509329,-0.0230694915158602,0.004950291313346862,0.1088083073360767,0.114378563251367,-0.012784741107792078,-0.002712905313955488,0.03335161420825766,-0.01966299177928721,0.1214606890602402,0.12465398944492051,-0.010936453340064572,0.1483980722840149,0.1459354474414662,0.003897648757326048,0.11947715069042576,0.1409985271352057,0.11937128062598817,0.15709938898862033,0.03391128197034164,0.06855462143655718,0.11489267260347309,0.08750568236184103,0.14631959303461972,0.06822952249707259,0.09315430283245911,0.1366171913277848,0.12913894475418644,0.1829470178720308,0.076220456848239,0.0745777832757614,0.04403619101651037,0.092960746020294,0.11895436258346617,0.06909649711508735,0.09677917969489011,0.14933102754831326,0.11430260727978964,0.16414048088742178,0.12082240312926848,0.09118417427494935,0.06489671934705363,0.07138795145538654,0.02972696388226635,0.0235228942499148,0.030706231843253114,0.045428414405697386,0.05762784221318715,0.038969021763889236,0.026671450994726748,0.07042511195373671,0.07964811013094253,0.05441426921093593,0.0635921970532055,0.047637412450772174,0.03717984042784543,0.06969928035191754,0.051898067002142605,0.08183073291243045,-0.015360609135148542,0.029881369696802187,0.0076728136400479735,0.03696482053535402,0.038309465432916585
reside,0.04820295321490291,0.045429992864182374,0.0319494507517609,-0.33614862412906404,-0.32922059942281273,0.02323020242853209,0.014514467069266538,-0.015511774105750121,0.0047166858617984095,-0.24291019657061919,-0.2563615376515937,-0.1774082995671569,-0.06743442016516292,-0.05739774663899795,-0.08225800293652853,-0.023231313577447663,-0.04351481778730719,-0.0457630138200808,-0.0449206683933568,-0.06768786168697073,0.1237079115357097,-0.17055344298256933,0.6278813979032073,0.6018449917133111,0.569271900249175,1.0,-0.016716388416607605,-0.016905947429598046,-0.017890574803489948,-0.0024994050157314926,-0.006040086623574029,0.0020455805879223995,0.016646592633158982,-0.011077191555373685,0.12147006779343036,0.01448728196334055,-0.24086145053223637,-0.24813671964377926,-0.026035451299237265,0.013316522240150789,-0.01843020483560758,-0.06937180308617207,-0.058817218795640155,-0.023657834948048607,-0.0156009330833844,0.026460462726488186,0.02566152566322452,0.020147866688652562,-0.004788481198983754,-0.021587921600819533,-0.0016887575784762042,0.015450870188681624,0.01411634780147985,-0.0206651115156992,0.019689922332663427,0.006940896607360856,-0.022375837345601866,-0.00835859061657946,0.013618381705836916,-0.008108246103837983,0.006195299173120886,-0.00746496294251655,-0.029394062604598137,-0.020041663052346805,0.0038310878479280272,-0.018099917867410966,-0.00021808197564659123,-0.18154813922503435,-0.1633317564190249,-0.0035327656090344477,-0.02834923211160141,0.03510542218164608,0.005906229608049972,-0.1561498636889881,-0.1469734825422868,0.07642105208866062,0.09293790447951157,-0.10135497517767413,0.03654033824391723,-0.06160661160300977,-0.05836829174585197,-0.07782121560707526,-0.06663892598400008,0.03128567237865188,0.024897542996625263,-0.013031457252039498,-0.023640676102531778,-0.06243815018927635,0.023729400499063948,0.02236552518403923,0.010214305423201274,-0.009364791226287857,-0.015809299755285864,-0.02881098581628051,-0.03317290741561617,-0.03181030180526847,-0.07619419027189737,-0.08368787670006071,0.021951712809585588,0.016688791680731382,-0.0003311505549146963,-0.010673582588338034,-0.030869976457990358,-0.04454170153673312,0.034639227238241574,0.03293540450777898,0.027367943865729643,0.02939282030646599,0.015056642363767277,0.020329866320353468,0.03890590140650971,0.011270074551142534,0.041446783315457994,0.026783156618995965,0.0015939361225947748,0.016919130390146135,0.009481550287671472,0.02720480438307809,0.01921272832070011,0.04285872409055632,0.058532837747400666,0.015212205812794925,-0.052898256273690034,0.00919034469993581,0.009650640759335848,0.014350964793253054,-0.0017593205046704684,0.006198181326881387
pets,-0.012092890986286995,-0.0002206373555731087,0.027683909563793976,0.027097744283237878,0.028179581031587967,0.03221155246323627,0.030485351093818693,0.011539324637732185,0.022246035582868175,0.023703121815066036,0.02965813909407237,0.027953298777892623,0.00798738303900188,0.005320409718586306,0.0024862870803928714,-0.0026762755371745593,0.0008138583596468981,-0.009995758957167887,0.007556773422470433,0.005569565942903176,0.00775642801229727,0.007562403892060098,-0.004318058797763037,-0.0019142369924313282,-0.00022206775612310762,-0.016716388416607605,1.0,0.25096457392649996,0.21994936807842527,0.11898945214761013,0.09841635183231767,0.18347983825500677,0.14102789009235742,0.8982437482615494,0.009076625653206914,-0.013417683715723308,0.027646584573914182,0.031527131907125805,-0.008200445909350883,0.016804411163233904,0.0006419776923682478,0.019087027100392246,0.027023879955171498,0.01024535806347795,-0.013008644398614252,0.0038283851886123667,0.0029300019199715427,0.007289263890561132,0.015330233221798637,8.181650953046925e-05,-0.008768972379616387,-0.020615292240176282,-0.001908437960307285,0.0017648073926252203,-0.006872518287118066,0.00827053073542047,-0.011161639723699313,0.0018957202802041026,-0.000402936426196064,-0.010764492892590438,-0.008626816486862745,-0.007745565383957424,0.0011059975913121209,-0.017437900680454584,-0.013820800274951495,0.0010249196783878119,-0.013289540094882781,0.033856969309430135,0.04056628457983921,0.004694397098816108,-0.02379327640292052,-0.015151878619195662,-0.012777976574902887,0.036782521377676965,0.03923775890449175,-0.006581073590222245,0.01908674200059707,0.032175346685147536,-0.0061063696738577955,0.02011937188935398,0.023906240213729595,0.023328655781956153,0.030540852925905446,-0.015046791927874795,0.002461882690552247,0.054797451760704614,0.019787743132185426,0.06266386889464118,0.025725603139690138,0.02810279348059587,0.016135710032868025,0.026217767479385215,0.010804691069304956,0.01580526959017218,0.0130030228342001,-0.0004125337200851267,0.021404822725080826,0.027765109216329593,0.003754503163240442,0.020204616213989942,0.0824071272545303,0.022827187903292603,0.04538723132926744,0.051963490088917395,0.011458177717796015,0.02045755086721951,0.02040251860653001,-0.004591546953265243,-0.013769344368773195,-0.008554640686973187,-0.003059179767863194,-0.0041154870481056914,-0.0010291119538021506,0.01951449884085647,-0.003278340265416128,0.023793666849132325,0.007404438258133855,-0.0005462587262584351,0.005437762523923142,0.013779268528711516,0.007741460770648774,0.01830600989905547,0.0342307595484467,0.00991049871815313,0.026538613641000797,0.017070615090715478,-0.0007663242505642364,-0.005655344165780763
pets_cats,-0.020350530181455665,-0.01899702926118112,0.014868702078519945,0.015496259990898313,0.021222870140823913,0.010228574235300701,0.013167176539046348,-0.020794297511262605,-0.021601131839696527,0.008094346822693799,0.013853522678392198,0.010288381658808455,-0.0014164069180325949,0.005229738203504933,0.0037516700937154494,0.0037144800731800176,-0.0016358516466764568,0.0006666884422014969,0.003980742065470133,0.01746020800819373,-0.013151263312159819,-0.017592750818879094,0.0016462831256867985,-0.0008470867112695045,-0.003298822659805276,-0.016905947429598046,0.25096457392649996,1.0,-0.00022909907929881567,-0.00903790261783081,0.0006340276932832673,-0.006835020886771967,-0.006727712884486776,0.002479411426677543,0.023453321674950914,-0.017538598846253566,0.020660838474993014,0.017157818447172055,-0.009555627862554681,0.008593558488463828,0.0067101970589181475,0.0063384301803827,0.013695006953771583,0.005744918770956451,-0.004461702857576187,0.009614796992070521,0.005455211281425868,-0.0022345519176630397,-0.00839070015890892,0.01247848545414494,-0.025616030631020848,-0.0018037494364513467,-0.014603635774103528,-0.011620438671532228,-0.015364435305566923,0.007517288248130842,-0.00011573980598844947,-0.010928828192671691,0.01212735025828585,-0.021391496174810662,-0.0020392910379168263,-0.013348043144631783,-0.007922436887140867,0.008643674085976473,0.00820421943057392,-0.004266558011688473,0.016663139352053616,0.01802136199331706,0.021103352104604747,-0.002089114416524592,-0.02473496290862495,-0.02019020315307235,-0.031199946318717343,0.014317343310351144,0.015055660632101469,-0.005092318887279681,0.010472922327770666,0.013091170351958203,0.004004387136867986,0.007563636984750236,0.014564251719918592,0.008678599225872018,0.013097700698371349,-0.026964335652602218,-0.025403671510989254,-0.0023231129862579655,-0.010728594652841398,0.012176491229547316,0.01045143129610672,0.007495580282931344,-0.012641194707953421,0.00928651513178251,0.00593543872754884,-0.015942991678539575,-0.010979097768152783,-0.0015552424213340888,-0.0014908844139067368,0.0038918022624969545,0.001290640932741495,-0.00030137837925562597,-0.0010374046583762,-0.001334013513512801,-0.008212060244042935,0.006983753614192372,-0.01724537490574337,-0.001346405455519393,-0.00022435366963451076,-0.011609725170735987,-0.018819034890084053,-0.01742281739625825,-0.0050966214711834915,-0.002534319802180101,0.004554963976697031,0.0029336999767607423,0.016023241064449207,0.01585733426507866,0.0038371885728592145,-0.019077894173218087,-0.006876778352334251,-0.013004629307351698,-0.02045110453702665,-0.0008232716444209766,0.030977189823256302,-0.0018194195994329129,0.0008576190663709054,0.004820529876816577,0.00465080283708262,0.0013426755207241357
pets_dogs,0.022667313600843664,0.031729759689676354,-0.012092314196059366,0.014603849002160822,0.013146746255327968,0.028155076221564497,0.030387412920723274,-0.0010111934384635236,-0.007472487649966975,0.0042512634715487045,0.009205159848516614,0.001706281305932045,0.027146851085605356,0.01456310114977639,0.01203739377587055,-0.0030100426355266063,0.01937794257827479,0.002180524398483434,0.01563945422165784,0.005724970552300328,-0.025214866930976413,0.009515907329423428,-0.012146352107466675,-0.01029695005265411,-0.007781267141061083,-0.017890574803489948,0.21994936807842527,-0.00022909907929881567,1.0,-0.006408662348795791,0.013816654325971435,0.020831752815581753,0.004586721137670549,-0.019580590319545822,-0.020434562594827923,-0.004435347520172477,0.01134012706591638,0.016054682396140392,-0.00811746879688065,-0.008221321999436312,-0.006763117518555525,0.017015173741488473,0.01161874521096793,-0.020874665050418954,0.008222578793302973,0.02751887747091188,0.02418834837706293,0.01876422966991797,-0.009255616053763942,-0.004389572897439476,-0.0007181501328731928,-0.0013159200811968337,0.0029469708570963333,0.009258662199376558,0.0029710964709364156,0.021174835188868233,0.006877903021139273,-0.008267300314653033,-0.008940419488637899,0.015610003836566345,0.030360385064657477,-0.013409232929264384,0.022468725244489,0.007791287369144993,-0.016115894232397395,0.009585855353490536,-0.0066555780941344195,0.00943417904377161,0.02010629723068472,-0.016140205144952798,-0.01366306540472214,-0.007356205112410331,0.004324396248590444,0.01858292258557693,0.025041177318051295,-0.009716916165957205,0.0009168853093079516,0.023154241825203117,-0.006805610395647845,0.025375433962478183,0.019273378517277295,0.02531323029237119,0.024501621474557717,0.010501304139370898,0.0068581864316641485,-0.011176597241681165,0.013196883680938043,0.021197339105437543,0.0007158447205202713,0.009483357249424102,0.03845374709061384,0.019729097791055198,0.036357918951389734,0.010485991645631472,0.005800243025011795,0.008504503644489186,0.01600961001489995,0.028849812118060335,0.009416006030449717,0.01864203629456549,0.029811574173212327,0.025160893649325902,0.041006216567761926,0.014958324348824407,0.010668991933528053,0.023446425349459427,0.01688417292015505,0.0013371165841423627,0.022231567825198337,-0.007511750066610383,0.005112463801040866,0.007406356622062842,0.0006880449820082673,0.0065918615340718875,-0.012117939001985593,-0.02189515646306392,0.00787419795002242,-0.0008539264751318863,0.018475761693729522,0.022536785130716955,-0.00732464966918345,0.01717572258470634,0.021519063967381413,-0.009098619568132068,0.012210063188667014,0.016311272653753945,0.020709579415277186,0.004742825247436088
pets_birds,0.0026268400291234316,-0.011035126512007913,0.025103187449716076,-0.016220132751951364,-0.011076903587472079,0.008050939705494127,0.013713802098744536,0.0008045220045843769,-0.00956008175850133,-0.012746233829400206,-0.0094121739690969,-0.010811105967598569,-0.002779598381628663,0.008237572087996983,0.0004989894126781076,-0.013198956411423702,-0.012015494368516833,0.0019037075305698573,-0.0071041733255328265,-0.0036067476926552842,-0.02033454597694994,-0.0021238546339932907,-0.0178783578846014,-0.021496816683535872,-0.02039083392149725,-0.0024994050157314926,0.11898945214761013,-0.00903790261783081,-0.006408662348795791,1.0,-0.01328304725363193,-0.008723562665032176,-0.009243516703856031,-0.01997763363783667,-0.010508690912361594,0.016285316711036703,-0.007578409202498513,-0.007096741538328899,0.014831075614027758,0.003057564720394562,0.018154071145419864,0.00784309735385289,0.015740690760274883,0.015288418075770291,0.001456083718935454,-0.0016084381735101657,-0.0023523141919701224,0.009537468645961602,0.002767082559664324,0.00982292622574553,-0.002759655623123598,-0.024815898275720838,-0.028635760367985517,-0.013309362382932528,-0.0013742436219865363,0.023420406954666635,0.013398240345063298,-0.003911305008796414,-0.018535346379523157,-0.01573046888740166,-0.012941990774046432,-0.0015166332341059081,0.017060787940090107,0.008799935323855826,0.010181776595325423,0.001013806311310002,0.004366001170085711,0.0007406995702925268,0.008438865101489253,0.008806381131863905,-0.0017156510032891367,0.01855978750722478,-0.004497082509420957,-0.0022897026868301004,0.004625866146455711,0.03956562188060706,-0.01334369185269137,-0.0013404245209721883,-0.002574705782442984,-0.010210903873976126,-0.011457644401878827,-0.007703036766291155,-0.006283895269033875,-0.006103213383611895,-0.00943578209702261,-0.007782517884838894,-0.012019796557185778,0.0011342058888581565,-0.014619502439543353,-0.017889894001307596,-0.019401884197975373,-0.028136584673841582,-0.022985914576205933,-0.008386519126387233,-0.01715975428706764,-0.028140788706266354,-0.007498897605439339,-0.011452440787904578,0.0005681768022384233,2.234582056588511e-05,0.015366874044278037,-0.012658903430169973,-0.01769647964457367,0.009232520564626858,0.00858116415070903,0.005216475924003884,0.011679192032916407,-0.020512118523784328,-0.0011406769723127726,-0.009146267141432702,-0.008795636495370724,0.012376620481072655,-0.0050592573884920096,0.0011721958318558156,0.012504174110909289,0.024045893048132955,0.016317297907525247,4.847484809040207e-05,0.003941324186270465,-0.011761738051016704,0.003979658396809307,0.0077126571934279554,-0.024218126187874563,-0.01776139778509024,-0.003190656615817275,0.008489159358248117,-0.011938267827456096,-0.016234519761449743
